country,year,sex,age,suicides_no,suicides_rate
Ukraine,1996,female,5-14 years,12,0.33
Ukraine,1997,male,55-74 years,3735,85.48
Ukraine,1997,male,75+ years,475,83.52
Ukraine,1997,male,35-54 years,4994,78.78
Ukraine,1997,male,25-34 years,1859,53.97
Ukraine,1997,male,15-24 years,986,26.63
Ukraine,1997,female,75+ years,409,24.07
Ukraine,1997,female,55-74 years,1152,17.69
Ukraine,1997,female,35-54 years,795,11.38
Ukraine,1997,female,25-34 years,248,7.23
Ukraine,1997,female,15-24 years,172,4.8
Ukraine,1997,male,5-14 years,61,1.64
Ukraine,1997,female,5-14 years,17,0.48
Ukraine,1998,male,55-74 years,3589,83.84
Ukraine,1998,male,75+ years,458,78.78
Ukraine,1998,male,35-54 years,4969,77.27
Ukraine,1998,male,25-34 years,1830,53.27
Ukraine,1998,male,15-24 years,1049,28.34
Ukraine,1998,female,75+ years,432,24.95
Ukraine,1998,female,55-74 years,1155,18.11
Ukraine,1998,female,35-54 years,814,11.48
Ukraine,1998,female,25-34 years,219,6.46
Ukraine,1998,female,15-24 years,196,5.46
Ukraine,1998,male,5-14 years,53,1.47
Ukraine,1998,female,5-14 years,25,0.72
Ukraine,1999,male,55-74 years,3489,83.74
Ukraine,1999,male,35-54 years,4878,74.75
Ukraine,1999,male,75+ years,426,70.38
Ukraine,1999,male,25-34 years,1800,52.4
Ukraine,1999,male,15-24 years,1054,28.33
Ukraine,1999,female,75+ years,451,25.28
Ukraine,1999,female,55-74 years,1002,16.16
Ukraine,1999,female,35-54 years,765,10.63
Ukraine,1999,female,25-34 years,247,7.32
Ukraine,1999,female,15-24 years,158,4.37
Ukraine,1999,male,5-14 years,79,2.28
Ukraine,1999,female,5-14 years,14,0.42
Ukraine,2000,male,55-74 years,3380,83.81
Ukraine,2000,male,35-54 years,5076,76.85
Ukraine,2000,male,75+ years,446,70.3
Ukraine,2000,male,25-34 years,1740,50.43
Ukraine,2000,male,15-24 years,1097,29.35
Ukraine,2000,female,75+ years,435,23.58
Ukraine,2000,female,55-74 years,956,15.92
Ukraine,2000,female,35-54 years,774,10.61
Ukraine,2000,female,25-34 years,251,7.42
Ukraine,2000,female,15-24 years,196,5.4
Ukraine,2000,male,5-14 years,95,2.86
Ukraine,2000,female,5-14 years,21,0.66
Ukraine,2001,male,55-74 years,3001,76.65
Ukraine,2001,male,35-54 years,4698,70.64
Ukraine,2001,male,75+ years,467,69.8
Ukraine,2001,male,25-34 years,1633,47.0
Ukraine,2001,male,15-24 years,1073,28.58
Ukraine,2001,female,75+ years,387,20.28
Ukraine,2001,female,55-74 years,775,13.28
Ukraine,2001,female,35-54 years,649,8.83
Ukraine,2001,female,25-34 years,218,6.41
Ukraine,2001,female,15-24 years,147,4.03
Ukraine,2001,male,5-14 years,67,2.11
Ukraine,2001,female,5-14 years,16,0.53
Ukraine,2002,male,75+ years,518,76.6
Ukraine,2002,male,55-74 years,2738,70.0
Ukraine,2002,male,35-54 years,4398,66.99
Ukraine,2002,male,25-34 years,1660,50.3
Ukraine,2002,male,15-24 years,998,26.39
Ukraine,2002,female,75+ years,364,18.7
Ukraine,2002,female,55-74 years,759,13.12
Ukraine,2002,female,35-54 years,673,9.19
Ukraine,2002,female,25-34 years,218,6.55
Ukraine,2002,female,15-24 years,142,3.9
Ukraine,2002,male,5-14 years,55,1.85
Ukraine,2002,female,5-14 years,13,0.46
Ukraine,2003,male,75+ years,531,73.38
Ukraine,2003,male,55-74 years,2648,69.0
Ukraine,2003,male,35-54 years,4312,65.99
Ukraine,2003,male,25-34 years,1628,49.09
Ukraine,2003,male,15-24 years,994,26.1
Ukraine,2003,female,75+ years,381,18.97
Ukraine,2003,female,55-74 years,738,12.97
Ukraine,2003,female,35-54 years,669,9.16
Ukraine,2003,female,25-34 years,214,6.41
Ukraine,2003,female,15-24 years,131,3.58
Ukraine,2003,male,5-14 years,50,1.78
Ukraine,2003,female,5-14 years,17,0.64
Ukraine,2004,male,75+ years,508,66.49
Ukraine,2004,male,35-54 years,4132,63.92
Ukraine,2004,male,55-74 years,2260,59.36
Ukraine,2004,male,25-34 years,1489,44.55
Ukraine,2004,male,15-24 years,944,24.77
Ukraine,2004,female,75+ years,373,18.1
Ukraine,2004,female,55-74 years,603,10.68
Ukraine,2004,female,35-54 years,585,8.08
Ukraine,2004,female,25-34 years,183,5.45
Ukraine,2004,female,15-24 years,109,2.98
Ukraine,2004,male,5-14 years,58,2.19
Ukraine,2004,female,5-14 years,12,0.48
Ukraine,2005,male,75+ years,561,70.08
Ukraine,2005,male,35-54 years,3771,59.04
Ukraine,2005,male,55-74 years,2151,56.71
Ukraine,2005,male,25-34 years,1467,43.53
Ukraine,2005,male,15-24 years,861,22.75
Ukraine,2005,female,75+ years,342,16.21
Ukraine,2005,female,55-74 years,576,10.22
Ukraine,2005,female,35-54 years,515,7.19
Ukraine,2005,female,25-34 years,182,5.38
Ukraine,2005,female,15-24 years,139,3.83
Ukraine,2005,male,5-14 years,49,1.95
Ukraine,2005,female,5-14 years,7,0.29
Ukraine,2006,male,75+ years,562,68.11
Ukraine,2006,male,35-54 years,3420,53.97
Ukraine,2006,male,55-74 years,1993,52.69
Ukraine,2006,male,25-34 years,1455,42.91
Ukraine,2006,male,15-24 years,837,22.38
Ukraine,2006,female,75+ years,333,15.6
Ukraine,2006,female,55-74 years,563,9.99
Ukraine,2006,female,35-54 years,540,7.6
Ukraine,2006,female,25-34 years,170,5.01
Ukraine,2006,female,15-24 years,98,2.74
Ukraine,2006,male,5-14 years,33,1.39
Ukraine,2006,female,5-14 years,9,0.4
Ukraine,2007,male,75+ years,517,62.29
Ukraine,2007,male,35-54 years,3392,53.9
Ukraine,2007,male,55-74 years,1922,50.68
Ukraine,2007,male,25-34 years,1546,45.27
Ukraine,2007,male,15-24 years,987,26.87
Ukraine,2007,female,75+ years,325,15.29
Ukraine,2007,female,55-74 years,483,8.52
Ukraine,2007,female,35-54 years,500,7.08
Ukraine,2007,female,25-34 years,181,5.32
Ukraine,2007,female,15-24 years,129,3.67
Ukraine,2007,male,5-14 years,39,1.72
Ukraine,2007,female,5-14 years,11,0.51
Ukraine,2008,male,75+ years,554,67.72
Ukraine,2008,male,55-74 years,1854,48.66
Ukraine,2008,male,35-54 years,3027,48.4
Ukraine,2008,male,25-34 years,1452,41.88
Ukraine,2008,male,15-24 years,856,24.04
Ukraine,2008,female,75+ years,347,16.63
Ukraine,2008,female,55-74 years,483,8.43
Ukraine,2008,female,35-54 years,528,7.52
Ukraine,2008,female,25-34 years,182,5.29
Ukraine,2008,female,15-24 years,118,3.47
Ukraine,2008,male,5-14 years,36,1.64
Ukraine,2008,female,5-14 years,17,0.82
Ukraine,2009,male,75+ years,532,66.33
Ukraine,2009,male,35-54 years,3133,50.36
Ukraine,2009,male,55-74 years,1882,48.99
Ukraine,2009,male,25-34 years,1504,42.55
Ukraine,2009,male,15-24 years,906,26.5
Ukraine,2009,female,75+ years,313,15.38
Ukraine,2009,female,55-74 years,556,9.57
Ukraine,2009,female,35-54 years,502,7.2
Ukraine,2009,female,25-34 years,186,5.32
Ukraine,2009,female,15-24 years,148,4.53
Ukraine,2009,male,5-14 years,34,1.59
Ukraine,2009,female,5-14 years,19,0.94
Ukraine,2010,male,75+ years,495,61.51
Ukraine,2010,male,55-74 years,1827,47.26
Ukraine,2010,male,35-54 years,2853,45.99
Ukraine,2010,male,25-34 years,1457,40.59
Ukraine,2010,male,15-24 years,843,25.77
Ukraine,2010,female,75+ years,303,15.02
Ukraine,2010,female,55-74 years,479,8.17
Ukraine,2010,female,35-54 years,458,6.61
Ukraine,2010,female,15-24 years,154,4.93
Ukraine,2010,female,25-34 years,170,4.81
Ukraine,2010,male,5-14 years,35,1.66
Ukraine,2010,female,5-14 years,15,0.75
Ukraine,2011,male,75+ years,531,63.96
Ukraine,2011,male,55-74 years,1761,45.41
Ukraine,2011,male,35-54 years,2664,43.0
Ukraine,2011,male,25-34 years,1457,40.04
Ukraine,2011,male,15-24 years,850,27.29
Ukraine,2011,female,75+ years,311,15.19
Ukraine,2011,female,55-74 years,552,9.4
Ukraine,2011,female,35-54 years,464,6.73
Ukraine,2011,female,15-24 years,157,5.28
Ukraine,2011,female,25-34 years,160,4.48
Ukraine,2011,male,5-14 years,46,2.21
Ukraine,2011,female,5-14 years,20,1.01
Ukraine,2012,male,75+ years,590,67.18
Ukraine,2012,male,55-74 years,1768,45.56
Ukraine,2012,male,35-54 years,2680,43.4
Ukraine,2012,male,25-34 years,1450,39.27
Ukraine,2012,male,15-24 years,838,28.3
Ukraine,2012,female,75+ years,347,16.28
Ukraine,2012,female,55-74 years,524,8.95
Ukraine,2012,female,35-54 years,494,7.22
Ukraine,2012,female,25-34 years,186,5.16
Ukraine,2012,female,15-24 years,126,4.47
Ukraine,2012,male,5-14 years,35,1.67
Ukraine,2012,female,5-14 years,20,1.01
Ukraine,2014,male,75+ years,608,66.15
Ukraine,2014,male,55-74 years,1558,42.08
Ukraine,2014,male,35-54 years,2363,40.64
Ukraine,2014,male,25-34 years,1302,36.75
Ukraine,2014,male,15-24 years,560,22.04
Ukraine,2014,female,75+ years,339,15.39
Ukraine,2014,female,55-74 years,465,8.47
Ukraine,2014,female,35-54 years,423,6.64
Ukraine,2014,female,25-34 years,197,5.72
Ukraine,2014,female,15-24 years,118,4.9
Ukraine,2014,male,5-14 years,21,1.01
Ukraine,2014,female,5-14 years,14,0.71
Ukraine,2015,male,75+ years,669,70.96
Ukraine,2015,male,55-74 years,1644,43.87
Ukraine,2015,male,35-54 years,2181,37.63
Ukraine,2015,male,25-34 years,1114,31.58
Ukraine,2015,male,15-24 years,507,21.05
Ukraine,2015,female,75+ years,296,13.09
Ukraine,2015,female,55-74 years,399,7.24
Ukraine,2015,female,35-54 years,427,6.77
Ukraine,2015,female,15-24 years,117,5.13
Ukraine,2015,female,25-34 years,168,4.91
Ukraine,2015,male,5-14 years,33,1.55
Ukraine,2015,female,5-14 years,19,0.94
United Arab Emirates,2005,male,35-54 years,42,3.88
United Arab Emirates,2005,male,55-74 years,3,2.88
United Arab Emirates,2005,female,15-24 years,7,2.49
United Arab Emirates,2005,male,25-34 years,28,2.47
United Arab Emirates,2005,female,25-34 years,6,1.74
United Arab Emirates,2005,male,15-24 years,7,1.54
United Arab Emirates,2005,female,35-54 years,3,1.05
United Arab Emirates,2005,female,5-14 years,0,0.0
United Arab Emirates,2005,female,55-74 years,0,0.0
United Arab Emirates,2005,female,75+ years,0,0.0
United Arab Emirates,2005,male,5-14 years,0,0.0
United Arab Emirates,2005,male,75+ years,0,0.0
United Arab Emirates,2006,female,55-74 years,2,4.96
United Arab Emirates,2006,male,25-34 years,37,2.77
United Arab Emirates,2006,male,35-54 years,30,2.41
United Arab Emirates,2006,female,35-54 years,6,1.87
United Arab Emirates,2006,male,55-74 years,2,1.75
United Arab Emirates,2006,female,25-34 years,5,1.3
United Arab Emirates,2006,male,15-24 years,7,1.18
United Arab Emirates,2006,female,15-24 years,1,0.31
United Arab Emirates,2006,female,5-14 years,0,0.0
United Arab Emirates,2006,female,75+ years,0,0.0
United Arab Emirates,2006,male,5-14 years,0,0.0
United Arab Emirates,2006,male,75+ years,0,0.0
United Arab Emirates,2007,female,55-74 years,2,4.57
United Arab Emirates,2007,male,15-24 years,18,2.53
United Arab Emirates,2007,male,35-54 years,35,2.36
United Arab Emirates,2007,male,25-34 years,33,2.08
United Arab Emirates,2007,male,55-74 years,2,1.56
United Arab Emirates,2007,female,15-24 years,4,1.14
United Arab Emirates,2007,female,25-34 years,4,0.93
United Arab Emirates,2007,female,35-54 years,3,0.82
United Arab Emirates,2007,female,5-14 years,0,0.0
United Arab Emirates,2007,female,75+ years,0,0.0
United Arab Emirates,2007,male,5-14 years,0,0.0
United Arab Emirates,2007,male,75+ years,0,0.0
United Arab Emirates,2008,male,15-24 years,18,2.32
United Arab Emirates,2008,male,55-74 years,3,2.07
United Arab Emirates,2008,female,25-34 years,10,2.06
United Arab Emirates,2008,male,35-54 years,36,2.03
United Arab Emirates,2008,male,25-34 years,25,1.35
United Arab Emirates,2008,female,15-24 years,4,1.07
United Arab Emirates,2008,female,35-54 years,4,0.96
United Arab Emirates,2008,female,5-14 years,0,0.0
United Arab Emirates,2008,female,55-74 years,0,0.0
United Arab Emirates,2008,female,75+ years,0,0.0
United Arab Emirates,2008,male,5-14 years,0,0.0
United Arab Emirates,2008,male,75+ years,0,0.0
United Arab Emirates,2009,male,25-34 years,52,2.48
United Arab Emirates,2009,male,15-24 years,15,1.92
United Arab Emirates,2009,male,35-54 years,39,1.86
United Arab Emirates,2009,male,55-74 years,3,1.86
United Arab Emirates,2009,female,15-24 years,7,1.82
United Arab Emirates,2009,female,25-34 years,4,0.74
United Arab Emirates,2009,female,5-14 years,2,0.63
United Arab Emirates,2009,female,35-54 years,2,0.42
United Arab Emirates,2009,female,55-74 years,0,0.0
United Arab Emirates,2009,female,75+ years,0,0.0
United Arab Emirates,2009,male,5-14 years,0,0.0
United Arab Emirates,2009,male,75+ years,0,0.0
United Arab Emirates,2010,male,75+ years,1,9.46
United Arab Emirates,2010,male,55-74 years,5,2.82
United Arab Emirates,2010,female,25-34 years,14,2.38
United Arab Emirates,2010,female,55-74 years,1,1.8
United Arab Emirates,2010,male,25-34 years,39,1.72
United Arab Emirates,2010,female,15-24 years,6,1.56
United Arab Emirates,2010,male,35-54 years,34,1.41
United Arab Emirates,2010,male,15-24 years,10,1.37
United Arab Emirates,2010,female,35-54 years,1,0.19
United Arab Emirates,2010,female,5-14 years,0,0.0
United Arab Emirates,2010,female,75+ years,0,0.0
United Arab Emirates,2010,male,5-14 years,0,0.0
United Kingdom,1985,male,75+ years,264,21.95
United Kingdom,1985,male,55-74 years,915,17.7
United Kingdom,1985,male,35-54 years,1208,17.51
United Kingdom,1985,male,25-34 years,620,15.62
United Kingdom,1985,female,55-74 years,678,11.3
United Kingdom,1985,female,75+ years,237,9.8
United Kingdom,1985,male,15-24 years,411,8.69
United Kingdom,1985,female,35-54 years,505,7.34
United Kingdom,1985,female,25-34 years,176,4.51
United Kingdom,1985,female,15-24 years,86,1.89
United Kingdom,1985,male,5-14 years,3,0.08
United Kingdom,1985,female,5-14 years,2,0.06
United Kingdom,1986,male,75+ years,280,22.81
United Kingdom,1986,male,55-74 years,892,17.29
United Kingdom,1986,male,35-54 years,1152,16.57
United Kingdom,1986,male,25-34 years,616,15.25
United Kingdom,1986,male,15-24 years,449,9.52
United Kingdom,1986,female,75+ years,223,9.09
United Kingdom,1986,female,55-74 years,541,9.07
United Kingdom,1986,female,35-54 years,424,6.12
United Kingdom,1986,female,25-34 years,161,4.04
United Kingdom,1986,female,15-24 years,97,2.14
United Kingdom,1986,female,5-14 years,2,0.06
United Kingdom,1986,male,5-14 years,2,0.05
United Kingdom,1987,male,75+ years,248,19.49
United Kingdom,1987,male,55-74 years,857,16.67
United Kingdom,1987,male,35-54 years,1072,15.32
United Kingdom,1987,male,25-34 years,618,14.96
United Kingdom,1987,male,15-24 years,461,9.88
United Kingdom,1987,female,55-74 years,464,7.84
United Kingdom,1987,female,75+ years,174,6.94
United Kingdom,1987,female,35-54 years,417,5.97
United Kingdom,1987,female,25-34 years,168,4.12
United Kingdom,1987,female,15-24 years,105,2.34
United Kingdom,1987,male,5-14 years,7,0.19
United Kingdom,1987,female,5-14 years,3,0.09
United Kingdom,1988,male,75+ years,313,23.99
United Kingdom,1988,male,35-54 years,1218,17.25
United Kingdom,1988,male,25-34 years,695,16.48
United Kingdom,1988,male,55-74 years,816,15.94
United Kingdom,1988,male,15-24 years,565,12.35
United Kingdom,1988,female,75+ years,205,8.03
United Kingdom,1988,female,55-74 years,445,7.59
United Kingdom,1988,female,35-54 years,417,5.91
United Kingdom,1988,female,25-34 years,171,4.11
United Kingdom,1988,female,15-24 years,120,2.73
United Kingdom,1988,male,5-14 years,4,0.11
United Kingdom,1988,female,5-14 years,2,0.06
United Kingdom,1989,male,75+ years,267,19.95
United Kingdom,1989,male,35-54 years,1117,15.66
United Kingdom,1989,male,25-34 years,664,15.37
United Kingdom,1989,male,55-74 years,703,13.78
United Kingdom,1989,male,15-24 years,482,10.84
United Kingdom,1989,female,75+ years,176,6.77
United Kingdom,1989,female,55-74 years,352,6.06
United Kingdom,1989,female,35-54 years,353,4.95
United Kingdom,1989,female,25-34 years,157,3.68
United Kingdom,1989,female,15-24 years,87,2.04
United Kingdom,1989,female,5-14 years,2,0.06
United Kingdom,1989,male,5-14 years,1,0.03
United Kingdom,1990,male,75+ years,264,19.41
United Kingdom,1990,male,35-54 years,1246,17.32
United Kingdom,1990,male,25-34 years,763,17.23
United Kingdom,1990,male,55-74 years,721,14.16
United Kingdom,1990,male,15-24 years,528,12.23
United Kingdom,1990,female,55-74 years,340,5.9
United Kingdom,1990,female,75+ years,154,5.86
United Kingdom,1990,female,35-54 years,360,5.0
United Kingdom,1990,female,25-34 years,180,4.12
United Kingdom,1990,female,15-24 years,85,2.05
United Kingdom,1990,male,5-14 years,2,0.06
United Kingdom,1990,female,5-14 years,0,0.0
